mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.6,"53 km NW of Toyah, Texas",1699499571990,1699501278847,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyhl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyhl&format=geojson,,,,,automatic,0,39,tx,2023vyhl,",tx2023vyhl,",",tx,",",origin,phase-data,",14.0,0.1,0.3,73.0,ml(texnet),earthquake,"M 1.6 - 53 km NW of Toyah, Texas"
0.8,"3 km E of The Geysers, CA",1699499402770,1699507931238,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960266&format=geojson,,,,,automatic,0,10,nc,73960266,",nc73960266,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01002,0.03,153.0,md,earthquake,"M 0.8 - 3 km E of The Geysers, CA"
1.17,"7 km WSW of Hurricane, Utah",1699499235480,1699548678370,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60553882,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60553882&format=geojson,,,,,reviewed,0,21,uu,60553882,",uu60553882,",",uu,",",origin,phase-data,",10.0,0.1127,0.13,114.0,md,earthquake,"M 1.2 - 7 km WSW of Hurricane, Utah"
0.38,"2 km N of The Geysers, CA",1699499038040,1699571531212,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960261&format=geojson,,,,,reviewed,0,2,nc,73960261,",nc73960261,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.008664,0.03,95.0,md,earthquake,"M 0.4 - 2 km N of The Geysers, CA"
1.49,"5 km NE of Westmorland, CA",1699498781070,1699540892280,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710602,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710602&format=geojson,,,,,reviewed,0,34,ci,39710602,",ci39710602,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.02511,0.16,58.0,ml,earthquake,"M 1.5 - 5 km NE of Westmorland, CA"
1.5,"51 km SSE of Whites City, New Mexico",1699498688732,1699500184504,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vygv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vygv&format=geojson,1.0,0.0,,,automatic,0,35,tx,2023vygv,",tx2023vygv,",",tx,",",dyfi,origin,phase-data,",7.0,0.1,0.7,105.0,ml(texnet),earthquake,"M 1.5 - 51 km SSE of Whites City, New Mexico"
2.1,"24 km ESE of Susitna North, Alaska",1699498679104,1699498759198,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023edoqu5i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023edoqu5i&format=geojson,,,,,automatic,0,68,ak,023edoqu5i,",ak023edoqu5i,",",ak,",",origin,phase-data,",,,0.23,,ml,earthquake,"M 2.1 - 24 km ESE of Susitna North, Alaska"
4.5,"4 km NNE of Vogar, Iceland",1699498622894,1699503193040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9ri,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9ri&format=geojson,,,,,reviewed,0,312,us,7000l9ri,",us7000l9ri,",",us,",",origin,phase-data,",21.0,0.856,1.26,101.0,mb,earthquake,"M 4.5 - 4 km NNE of Vogar, Iceland"
1.51,"5 km NE of Westmorland, CA",1699498602190,1699540032082,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710594,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710594&format=geojson,,,,,reviewed,0,35,ci,39710594,",ci39710594,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.0281,0.19,58.0,ml,earthquake,"M 1.5 - 5 km NE of Westmorland, CA"
4.3,"7 km E of Vogar, Iceland",1699498596530,1699504749040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9rj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9rj&format=geojson,,,,,reviewed,0,284,us,7000l9rj,",us7000l9rj,",",us,",",origin,phase-data,",15.0,0.867,0.98,121.0,mb,earthquake,"M 4.3 - 7 km E of Vogar, Iceland"
0.68,"7 km WNW of Cobb, CA",1699497743460,1699498811347,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960256&format=geojson,,,,,automatic,0,7,nc,73960256,",nc73960256,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007241,0.01,117.0,md,earthquake,"M 0.7 - 7 km WNW of Cobb, CA"
2.4,"56 km S of Whites City, New Mexico",1699497204689,1699535727681,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vygb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vygb&format=geojson,,,,,reviewed,0,89,tx,2023vygb,",tx2023vygb,",",tx,",",origin,phase-data,",17.0,0.0,0.2,67.0,ml(texnet),earthquake,"M 2.4 - 56 km S of Whites City, New Mexico"
4.6,"14 km NNE of Kırıkhan, Turkey",1699497134623,1699568481496,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9r5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9r5&format=geojson,10.0,6.6,,,reviewed,0,332,us,7000l9r5,",us7000l9r5,",",us,",",dyfi,moment-tensor,origin,phase-data,",93.0,0.836,0.98,51.0,mwr,earthquake,"M 4.6 - 14 km NNE of Kırıkhan, Turkey"
1.8,"37 km WSW of Mentone, Texas",1699496816186,1699499146641,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyfu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyfu&format=geojson,,,,,automatic,0,50,tx,2023vyfu,",tx2023vyfu,",",tx,",",origin,phase-data,",15.0,0.0,0.2,61.0,ml(texnet),earthquake,"M 1.8 - 37 km WSW of Mentone, Texas"
2.1,"37 km W of Mentone, Texas",1699496702580,1699499084885,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyfw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyfw&format=geojson,,,,,automatic,0,68,tx,2023vyfw,",tx2023vyfw,",",tx,",",origin,phase-data,",12.0,0.0,0.3,119.0,mlv,earthquake,"M 2.1 - 37 km W of Mentone, Texas"
1.6,"39 km W of Mentone, Texas",1699496398739,1699498087945,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyfo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyfo&format=geojson,,,,,automatic,0,39,tx,2023vyfo,",tx2023vyfo,",",tx,",",origin,phase-data,",21.0,0.0,0.4,41.0,ml(texnet),earthquake,"M 1.6 - 39 km W of Mentone, Texas"
1.8,western Texas,1699494609928,1699497012834,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyer,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyer&format=geojson,,,,,automatic,0,50,tx,2023vyer,",tx2023vyer,",",tx,",",origin,phase-data,",11.0,0.0,0.5,100.0,ml(texnet),earthquake,M 1.8 - western Texas
1.7,"52 km NW of Toyah, Texas",1699493942031,1699496119585,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyef,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyef&format=geojson,,,,,automatic,0,44,tx,2023vyef,",tx2023vyef,",",tx,",",origin,phase-data,",18.0,0.1,0.2,72.0,mlv,earthquake,"M 1.7 - 52 km NW of Toyah, Texas"
1.64,"10 km NNE of Brooktrails, CA",1699493898830,1699557911982,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960246&format=geojson,,,,,reviewed,0,41,nc,73960246,",nc73960246,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.05343,0.09,55.0,md,earthquake,"M 1.6 - 10 km NNE of Brooktrails, CA"
-0.2,,1699493119631,1699545905859,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868653&format=geojson,,,,,reviewed,0,0,nn,00868653,",nn00868653,",",nn,",",origin,phase-data,",7.0,0.028,0.0858,115.86,ml,earthquake,M -0.2 - 
4.5,"5 km NNE of Vogar, Iceland",1699493053880,1699495393897,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9r3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9r3&format=geojson,2.0,3.4,,,reviewed,0,312,us,7000l9r3,",us7000l9r3,",",us,",",dyfi,origin,phase-data,",41.0,0.845,0.87,121.0,mb,earthquake,"M 4.5 - 5 km NNE of Vogar, Iceland"
4.9,"147 km E of Hihifo, Tonga",1699491143396,1699492562040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9r2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9r2&format=geojson,,,,,reviewed,0,369,us,7000l9r2,",us7000l9r2,",",us,",",origin,phase-data,",45.0,2.359,1.31,84.0,mb,earthquake,"M 4.9 - 147 km E of Hihifo, Tonga"
4.6,"7 km SE of Vogar, Iceland",1699490768244,1699499264426,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9r1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9r1&format=geojson,7.0,3.8,,,reviewed,0,328,us,7000l9r1,",us7000l9r1,",",us,",",dyfi,origin,phase-data,",41.0,0.915,0.79,116.0,mb,earthquake,"M 4.6 - 7 km SE of Vogar, Iceland"
2.09,"13 km SE of Ocotillo, CA",1699490748950,1699553273210,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710570,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710570&format=geojson,,,,,reviewed,0,67,ci,39710570,",ci39710570,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.02415,0.21,45.0,ml,earthquake,"M 2.1 - 13 km SE of Ocotillo, CA"
1.13,Alaska Peninsula,1699490203360,1699577655450,,https://earthquake.usgs.gov/earthquakes/eventpage/av91121093,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91121093&format=geojson,,,,,reviewed,0,20,av,91121093,",av91121093,",",av,",",origin,phase-data,",11.0,,0.29,193.0,ml,earthquake,M 1.1 - Alaska Peninsula
2.65,"21 km SW of Stella, Puerto Rico",1699489974180,1699490637760,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71431108,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71431108&format=geojson,,,,,reviewed,0,108,pr,71431108,",pr71431108,",",pr,",",origin,phase-data,",8.0,0.2283,0.25,218.0,md,earthquake,"M 2.7 - 21 km SW of Stella, Puerto Rico"
2.23,"12 km SE of Middletown, CA",1699489809380,1699577950832,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960236&format=geojson,2.0,2.2,,,reviewed,0,77,nc,73960236,",nc73960236,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",79.0,0.06658,0.12,44.0,md,earthquake,"M 2.2 - 12 km SE of Middletown, CA"
-0.08,"87 km NW of Karluk, Alaska",1699489741220,1699577279630,,https://earthquake.usgs.gov/earthquakes/eventpage/av91121088,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91121088&format=geojson,,,,,reviewed,0,0,av,91121088,",av91121088,",",av,",",origin,phase-data,",8.0,,0.15,135.0,ml,earthquake,"M -0.1 - 87 km NW of Karluk, Alaska"
-0.2,"40 km W of Indian Springs, Nevada",1699489109208,1699545518684,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868650,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868650&format=geojson,,,,,reviewed,0,0,nn,00868650,",nn00868650,",",nn,",",origin,phase-data,",7.0,0.104,0.0653,251.1,ml,earthquake,"M -0.2 - 40 km W of Indian Springs, Nevada"
1.5,"5 km NNW of Boron, CA",1699488961290,1699492315884,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710554,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710554&format=geojson,,,,,reviewed,0,35,ci,39710554,",ci39710554,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1103,0.2,114.0,mh,quarry blast,"M 1.5 Quarry Blast - 5 km NNW of Boron, CA"
4.3,Iceland region,1699488795375,1699491823617,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9qw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9qw&format=geojson,0.0,1.0,,,reviewed,0,284,us,7000l9qw,",us7000l9qw,",",us,",",dyfi,origin,phase-data,",23.0,0.847,0.52,121.0,mb,earthquake,M 4.3 - Iceland region
1.38,"37 km N of Ivanof Bay, Alaska",1699487931580,1699572660040,,https://earthquake.usgs.gov/earthquakes/eventpage/av92111866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92111866&format=geojson,,,,,reviewed,0,29,av,92111866,",av92111866,",",av,",",origin,phase-data,",6.0,,0.1,172.0,ml,earthquake,"M 1.4 - 37 km N of Ivanof Bay, Alaska"
1.7,"44 km NW of Toyah, Texas",1699487419075,1699489336152,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyaq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyaq&format=geojson,,,,,automatic,0,44,tx,2023vyaq,",tx2023vyaq,",",tx,",",origin,phase-data,",18.0,0.0,0.3,72.0,ml(texnet),earthquake,"M 1.7 - 44 km NW of Toyah, Texas"
4.7,,1699487150246,1699487860040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9qs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9qs&format=geojson,,,,,reviewed,0,340,us,7000l9qs,",us7000l9qs,",",us,",",origin,phase-data,",39.0,0.192,0.66,83.0,mb,earthquake,M 4.7 - 
2.29,"31 km SW of Laupāhoehoe, Hawaii",1699487085830,1699569548430,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73641997,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73641997&format=geojson,,,,,reviewed,0,81,hv,73641997,",hv73641997,",",hv,",",origin,phase-data,",50.0,,0.13,77.0,md,earthquake,"M 2.3 - 31 km SW of Laupāhoehoe, Hawaii"
1.7,"39 km W of Mentone, Texas",1699486993997,1699489469028,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyal,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyal&format=geojson,,,,,automatic,0,44,tx,2023vyal,",tx2023vyal,",",tx,",",origin,phase-data,",8.0,0.0,0.1,103.0,ml(texnet),earthquake,"M 1.7 - 39 km W of Mentone, Texas"
2.5,"44 km NW of Toyah, Texas",1699486945075,1699553171219,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyak,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyak&format=geojson,,,,,reviewed,0,96,tx,2023vyak,",tx2023vyak,",",tx,",",origin,phase-data,",30.0,0.0,0.2,52.0,ml(texnet),earthquake,"M 2.5 - 44 km NW of Toyah, Texas"
2.2,"43 km NW of Toyah, Texas",1699486944872,1699653048248,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyaj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyaj&format=geojson,,,,,reviewed,0,74,tx,2023vyaj,",tx2023vyaj,",",tx,",",origin,phase-data,",17.0,0.0,0.2,77.0,ml(texnet),earthquake,"M 2.2 - 43 km NW of Toyah, Texas"
2.15,southern Idaho,1699486598400,1699540372660,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90032408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90032408&format=geojson,,,,,reviewed,0,71,mb,90032408,",mb90032408,",",mb,",",origin,phase-data,",12.0,0.4305,0.09,73.0,ml,earthquake,M 2.2 - southern Idaho
2.8,"74 km NNW of Ambler, Alaska",1699486079389,1699487156040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9qh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9qh&format=geojson,,,,,reviewed,0,121,us,7000l9qh,",us7000l9qh,",",us,",",origin,phase-data,",25.0,0.54,0.59,60.0,ml,earthquake,"M 2.8 - 74 km NNW of Ambler, Alaska"
2.65,"4 km ESE of Adjuntas, Puerto Rico",1699486011760,1699487127280,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71431093,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71431093&format=geojson,,,,,reviewed,0,108,pr,71431093,",pr71431093,",",pr,",",origin,phase-data,",21.0,0.1076,0.14,82.0,md,earthquake,"M 2.7 - 4 km ESE of Adjuntas, Puerto Rico"
1.55,"13 km SSW of Searles Valley, CA",1699484386020,1699492148544,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710546&format=geojson,,,,,reviewed,0,37,ci,39710546,",ci39710546,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.01922,0.15,67.0,ml,earthquake,"M 1.6 - 13 km SSW of Searles Valley, CA"
0.04,"37 km SSE of Morton, Washington",1699484103850,1699509066950,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971386&format=geojson,,,,,reviewed,0,0,uw,61971386,",uw61971386,",",uw,",",origin,phase-data,",16.0,0.01815,0.16,91.0,ml,earthquake,"M 0.0 - 37 km SSE of Morton, Washington"
4.4,"Ryukyu Islands, Japan",1699484033548,1699485685040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9qc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9qc&format=geojson,,,,,reviewed,0,298,us,7000l9qc,",us7000l9qc,",",us,",",origin,phase-data,",31.0,1.31,1.19,127.0,mb,earthquake,"M 4.4 - Ryukyu Islands, Japan"
1.7,"30 km ESE of Susitna North, Alaska",1699483826551,1699483962656,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecd2l8f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecd2l8f&format=geojson,,,,,automatic,0,44,ak,023ecd2l8f,",ak023ecd2l8f,",",ak,",",origin,phase-data,",,,1.07,,ml,earthquake,"M 1.7 - 30 km ESE of Susitna North, Alaska"
1.38,"12 km N of Kenefic, Oklahoma",1699483416219,1699537885699,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023vxyl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023vxyl&format=geojson,,,,,reviewed,0,29,ok,2023vxyl,",ok2023vxyl,",",ok,",",origin,phase-data,",46.0,0.6541716292,0.43,173.0,ml,quarry blast,"M 1.4 Quarry Blast - 12 km N of Kenefic, Oklahoma"
2.4,western Texas,1699483288391,1699526957966,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxyk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxyk&format=geojson,,,,,reviewed,0,89,tx,2023vxyk,",tx2023vxyk,",",tx,",",origin,phase-data,",48.0,0.1,0.2,61.0,ml(texnet),earthquake,M 2.4 - western Texas
1.12,"8 km N of Yucca Valley, CA",1699482561120,1699491570627,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710522,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710522&format=geojson,,,,,reviewed,0,19,ci,39710522,",ci39710522,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.03184,0.09,64.0,ml,earthquake,"M 1.1 - 8 km N of Yucca Valley, CA"
0.95,"11 km N of Borrego Springs, CA",1699481849860,1699490908954,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710514,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710514&format=geojson,,,,,reviewed,0,14,ci,39710514,",ci39710514,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.0266,0.18,125.0,ml,earthquake,"M 1.0 - 11 km N of Borrego Springs, CA"
1.6500000000000001,"British Columbia, Canada",1699481611520,1699508363230,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971376,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971376&format=geojson,,,,,reviewed,0,42,uw,61971376,",uw61971376,",",uw,",",origin,phase-data,",5.0,0.5619,0.28,208.0,ml,explosion,"M 1.7 Explosion - British Columbia, Canada"
2.45,"5 km S of Salinas, Puerto Rico",1699481361280,1699482655290,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71431078,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71431078&format=geojson,,,,,reviewed,0,92,pr,71431078,",pr71431078,",",pr,",",origin,phase-data,",17.0,0.1121,0.23,196.0,md,earthquake,"M 2.5 - 5 km S of Salinas, Puerto Rico"
-0.46,"22 km WSW of Unalaska, Alaska",1699481235760,1699572873840,,https://earthquake.usgs.gov/earthquakes/eventpage/av91121083,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91121083&format=geojson,,,,,reviewed,0,0,av,91121083,",av91121083,",",av,",",origin,phase-data,",5.0,,0.05,234.0,ml,earthquake,"M -0.5 - 22 km WSW of Unalaska, Alaska"
0.21,"9 km WNW of Cobb, CA",1699480991060,1699483395865,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960201,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960201&format=geojson,,,,,automatic,0,1,nc,73960201,",nc73960201,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.008876,0.04,62.0,md,earthquake,"M 0.2 - 9 km WNW of Cobb, CA"
1.07,"8 km WNW of Cobb, CA",1699480981860,1699482733799,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960196&format=geojson,,,,,automatic,0,18,nc,73960196,",nc73960196,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.01152,0.03,55.0,md,earthquake,"M 1.1 - 8 km WNW of Cobb, CA"
-0.81,"64 km ENE of Pedro Bay, Alaska",1699480898470,1699572261630,,https://earthquake.usgs.gov/earthquakes/eventpage/av92111826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92111826&format=geojson,,,,,reviewed,0,0,av,92111826,",av92111826,",",av,",",origin,phase-data,",5.0,,0.09,125.0,ml,earthquake,"M -0.8 - 64 km ENE of Pedro Bay, Alaska"
1.08,"8 km NW of The Geysers, CA",1699480666110,1699482014744,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960191&format=geojson,,,,,automatic,0,18,nc,73960191,",nc73960191,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.009205,0.02,49.0,md,earthquake,"M 1.1 - 8 km NW of The Geysers, CA"
2.16,"11 km WSW of Fall River Mills, CA",1699480568300,1699582331231,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960186&format=geojson,,,,,reviewed,0,72,nc,73960186,",nc73960186,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.1633,0.09,53.0,md,earthquake,"M 2.2 - 11 km WSW of Fall River Mills, CA"
1.3,"5 km NNW of Pistol River, Oregon",1699480518100,1699564036800,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971371,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971371&format=geojson,,,,,reviewed,0,26,uw,61971371,",uw61971371,",",uw,",",origin,phase-data,",12.0,0.1113,0.33,203.0,ml,earthquake,"M 1.3 - 5 km NNW of Pistol River, Oregon"
2.52,"3 km WSW of Fuig, Puerto Rico",1699480468220,1699481189740,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71431058,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71431058&format=geojson,,,,,reviewed,0,98,pr,71431058,",pr71431058,",",pr,",",origin,phase-data,",7.0,0.06623,0.1,180.0,md,earthquake,"M 2.5 - 3 km WSW of Fuig, Puerto Rico"
0.2,"42 km E of Big Pine, California",1699480263014,1699489519723,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868633,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868633&format=geojson,,,,,reviewed,0,1,nn,00868633,",nn00868633,",",nn,",",origin,phase-data,",3.0,0.17,0.1583,243.65,ml,earthquake,"M 0.2 - 42 km E of Big Pine, California"
1.9,"44 km NW of Toyah, Texas",1699479495795,1699481251658,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxwi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxwi&format=geojson,,,,,reviewed,0,56,tx,2023vxwi,",tx2023vxwi,",",tx,",",origin,phase-data,",20.0,0.0,0.4,56.0,ml(texnet),earthquake,"M 1.9 - 44 km NW of Toyah, Texas"
1.9,,1699479472800,1699480404097,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxwh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxwh&format=geojson,,,,,automatic,0,56,tx,2023vxwh,",tx2023vxwh,",",tx,",",origin,phase-data,",12.0,0.0,0.7,91.0,ml(texnet),earthquake,M 1.9 - 
3.4,"60 km WNW of Nanwalek, Alaska",1699478935143,1699488353682,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eccchzy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eccchzy&format=geojson,,,,,reviewed,0,178,ak,023eccchzy,",us7000l9q2,ak023eccchzy,",",us,ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 3.4 - 60 km WNW of Nanwalek, Alaska"
1.01,"6 km ENE of Coalinga, CA",1699478411810,1699481235844,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960171&format=geojson,,,,,automatic,0,16,nc,73960171,",nc73960171,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.08826,0.06,195.0,md,earthquake,"M 1.0 - 6 km ENE of Coalinga, CA"
1.7,"4 km NE of Coalinga, CA",1699478227310,1699491853696,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960161&format=geojson,,,,,automatic,0,44,nc,73960161,",nc73960161,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.06788,0.04,129.0,md,earthquake,"M 1.7 - 4 km NE of Coalinga, CA"
0.55,"12 km SE of Pinnacles, CA",1699478207440,1699484717006,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960166&format=geojson,,,,,reviewed,0,5,nc,73960166,",nc73960166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.01773,0.13,116.0,md,earthquake,"M 0.6 - 12 km SE of Pinnacles, CA"
1.11,"4 km WSW of Cobb, CA",1699478193630,1699490293538,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960156&format=geojson,,,,,automatic,0,19,nc,73960156,",nc73960156,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01402,0.03,109.0,md,earthquake,"M 1.1 - 4 km WSW of Cobb, CA"
